timestamp,hive,time_slice,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_flatness_mean,spectral_flatness_std,spectral_crest_mean,spectral_crest_std,spectral_entropy_mean,spectral_entropy_std,spectral_skewness_mean,spectral_skewness_std,spectral_kurtosis_mean,spectral_kurtosis_std,spectral_flux_mean,spectral_flux_std,mel_frequency_cepstral_coefficients_0_mean,mel_frequency_cepstral_coefficients_0_std,mel_frequency_cepstral_coefficients_1_mean,mel_frequency_cepstral_coefficients_1_std,mel_frequency_cepstral_coefficients_2_mean,mel_frequency_cepstral_coefficients_2_std,mel_frequency_cepstral_coefficients_3_mean,mel_frequency_cepstral_coefficients_3_std,mel_frequency_cepstral_coefficients_4_mean,mel_frequency_cepstral_coefficients_4_std,mel_frequency_cepstral_coefficients_5_mean,mel_frequency_cepstral_coefficients_5_std,mel_frequency_cepstral_coefficients_6_mean,mel_frequency_cepstral_coefficients_6_std,mel_frequency_cepstral_coefficients_7_mean,mel_frequency_cepstral_coefficients_7_std,mel_frequency_cepstral_coefficients_8_mean,mel_frequency_cepstral_coefficients_8_std,mel_frequency_cepstral_coefficients_9_mean,mel_frequency_cepstral_coefficients_9_std,mel_frequency_cepstral_coefficients_10_mean,mel_frequency_cepstral_coefficients_10_std,mel_frequency_cepstral_coefficients_11_mean,mel_frequency_cepstral_coefficients_11_std,mel_frequency_cepstral_coefficients_12_mean,mel_frequency_cepstral_coefficients_12_std,chroma_0_mean,chroma_0_std,chroma_1_mean,chroma_1_std,chroma_2_mean,chroma_2_std,chroma_3_mean,chroma_3_std,chroma_4_mean,chroma_4_std,chroma_5_mean,chroma_5_std,chroma_6_mean,chroma_6_std,chroma_7_mean,chroma_7_std,chroma_8_mean,chroma_8_std,chroma_9_mean,chroma_9_std,chroma_10_mean,chroma_10_std,chroma_11_mean,chroma_11_std,zero_crossing_rate_mean,zero_crossing_rate_std,root_mean_square_energy_mean,root_mean_square_energy_std,low_root_mean_square_energy_mean,low_root_mean_square_energy_std,low_spectral_centroid_mean,low_spectral_centroid_std,low_spectral_bandwidth_mean,low_spectral_bandwidth_std,middle_root_mean_square_energy_mean,middle_root_mean_square_energy_std,middle_spectral_centroid_mean,middle_spectral_centroid_std,middle_spectral_bandwidth_mean,middle_spectral_bandwidth_std,high_root_mean_square_energy_mean,high_root_mean_square_energy_std,high_spectral_centroid_mean,high_spectral_centroid_std,high_spectral_bandwidth_mean,high_spectral_bandwidth_std,low_to_middle_energy_ratio_mean,low_to_middle_energy_ratio_std,low_to_high_energy_ratio_mean,low_to_high_energy_ratio_std,middle_to_high_energy_ratio_mean,middle_to_high_energy_ratio_std,low_modulation_energy,low_peak_modulation_frequency,middle_modulation_energy,middle_peak_modulation_frequency,high_modulation_energy,high_peak_modulation_frequency,queenlessness,temperature,humidity
2026-03-07 17:00:00,hive_01,17-18,1704.839664632335,191.23721096796905,2283.109756815637,131.0213881036733,4787.536581775357,572.2515703185035,0.0203892774879932,0.0092167891561985,90.88675689697266,101.958740234375,7.294048309326172,1.050526738166809,1.4203179201305696,0.205705395446636,3.7244984458496506,0.8191518341732318,0.0334541591641944,0.0363278713168791,-411.8230895996094,11.653372764587402,96.57997131347656,6.672197341918945,40.40950393676758,5.326249599456787,19.279539108276367,4.173482418060303,18.866962432861328,3.1858720779418945,1.5711032152175903,2.826379537582397,1.597197651863098,2.7529282569885254,14.565509796142578,2.560758113861084,-0.9678670167922974,2.363649845123291,-0.7936804890632629,2.475958585739136,5.9587812423706055,2.184324026107788,-2.0416579246521,2.053822755813598,-3.398315906524658,2.0089497566223145,0.229897603392601,0.131332978606224,0.2500401437282562,0.1569557934999466,0.2881162762641907,0.1794749498367309,0.2770084142684936,0.1504592001438141,0.3117102086544037,0.1676018983125686,0.3936470448970794,0.1923151910305023,0.5257909297943115,0.2237869203090667,0.746370255947113,0.2503018379211426,0.8533083200454712,0.2350051403045654,0.6815864443778992,0.2190300673246383,0.4308802485466003,0.1850465685129165,0.2781418859958648,0.1394557505846023,0.0635285956131311,0.0150545155582821,0.0007335580303333,0.0010165345156565,0.0005499856197275,0.0009786929003894,97.42903165160762,4.7478168313567135,32.957390371459,1.917878435295553,0.000378620927222,0.0003016134141944,236.85901544066724,2.741029729963117,62.35971912718158,1.9544013006716467,0.0001694390230113,0.0001083505849237,433.50818720209,5.51675952300613,105.49415413088896,2.625829417165398,1.3489285707473757,0.5644177794456482,2.9753060340881348,1.3788782358169556,2.208397626876831,0.3337386548519134,3415685.9152097413,2.0318071131500486,3818025.728571605,1.2887933267706335,2246383.0907364665,1.878729787905478,False,5.045,54.07
2026-03-07 18:00:00,hive_01,18-19,1790.8144955652972,309.6293965655957,2327.348104431619,179.59498208278438,5004.947214890957,650.5186997184484,0.0218433029949665,0.0087428716942667,75.93660736083984,37.8165397644043,7.398890018463135,0.6808342933654785,1.329843312328982,0.231118208445948,3.4580772992488025,0.6081519693980333,0.0294142151343286,0.0071199051668652,-416.6756286621094,8.39940071105957,93.080078125,6.839540004730225,40.271522521972656,5.481329917907715,19.109434127807617,3.678046226501465,19.065330505371094,2.859208106994629,2.215875625610352,2.899360179901123,1.3467882871627808,2.882437229156494,15.122618675231934,2.608449697494507,-1.0269672870635986,2.477898120880127,0.2749027609825134,2.6898319721221924,6.455493927001953,2.3259313106536865,-1.640091061592102,2.194859981536865,-3.2166619300842285,2.120283365249634,0.2868445217609405,0.156502217054367,0.236118271946907,0.1249228417873382,0.2436257153749466,0.1305143535137176,0.2638750076293945,0.1282257288694381,0.2889383137226105,0.1241400837898254,0.3808947205543518,0.1640062481164932,0.5187442898750305,0.2031442373991012,0.6746233105659485,0.2019484788179397,0.8494144678115845,0.1737398356199264,0.8430602550506592,0.1921446621417999,0.6060051321983337,0.1999674588441848,0.4091932475566864,0.18206886947155,0.0688999166550909,0.0223691245841464,0.0005971080390736,0.0001273385278182,0.0004433499416336,0.0001314571854891,96.3289364174329,4.205881139729001,32.17096671435176,1.836620281997211,0.0003065358032472,2.540868990763556e-05,236.72864510026272,2.8343791792048783,62.68772825395453,1.646930097415877,0.0001439976040273,1.3303979358170182e-05,434.6095998551263,4.661298562509696,105.52987141821043,1.890878203280182,1.4515916109085083,0.4301089346408844,3.0898237228393555,0.9081639647483826,2.136370897293091,0.1677634418010711,3277247.2980335024,2.3613993839972625,3380960.6829116666,5.802803568015858,2044457.2486364404,1.0630602802679123,False,4.4775,56.215
2026-03-07 19:00:00,hive_01,19-20,1823.045205076145,315.3637404205096,2333.64995600604,171.73551391499677,5072.253507431587,625.0399048629268,0.0241157580167055,0.0097665879875421,68.70236206054688,36.849082946777344,7.587575435638428,0.6613844633102417,1.2833667889899367,0.2338777894128156,3.326601608576868,0.5888430289840463,0.0265020892323657,0.0060452744983386,-422.19036865234375,10.028616905212402,91.41932678222656,7.402853965759277,41.40321731567383,6.007771015167236,19.27926254272461,4.076717376708984,19.053823471069336,3.1343119144439697,2.7368221282958984,2.604974269866944,-0.0091642905026674,2.707075357437134,15.679280281066896,2.450456380844116,-0.8705698847770691,2.389483690261841,0.6158629655838013,2.9883666038513184,5.963641166687012,2.498718500137329,-1.3223530054092407,2.3676953315734863,-3.9053900241851807,2.026545524597168,0.3135697841644287,0.1372354626655578,0.261871337890625,0.1332652866840362,0.2677262127399444,0.1294659227132797,0.2878661751747131,0.1284308284521103,0.3165348470211029,0.1337513476610183,0.4075378179550171,0.171535775065422,0.5264309644699097,0.1945120841264724,0.6702272891998291,0.198653295636177,0.8407109379768372,0.1802866905927658,0.8529274463653564,0.1814563423395156,0.6554449200630188,0.1934793442487716,0.4743396639823913,0.1879120469093322,0.0734316745381303,0.0234525456113098,0.0005380064831115,9.486324415775016e-05,0.000387838401366,0.0001031228748615,97.03346213464503,3.5845266421891173,32.95198147795296,1.4978288358201866,0.0002916260564234,2.4509572540409863e-05,236.10680026570867,2.5239507277051283,62.20754222379912,1.571248191193274,0.0001330538943875,9.60811576078413e-06,435.18019985005645,4.732825999200413,106.4503669148949,1.8843666602011129,1.3361318111419678,0.3557456135749817,2.926316261291504,0.7914985418319702,2.195237398147583,0.1567376405000686,2871789.039898273,1.0052822456988697,3223628.328735323,4.194463086502607,1880882.6235870933,5.745025533446816,False,3.6399999,72.2975
2026-03-07 20:00:00,hive_01,20-21,1805.2830764613127,191.2140237315241,2347.31753113885,115.43959960636548,5128.420891790526,422.85303550661,0.0223178192973136,0.0081530399620532,76.2768325805664,44.63298797607422,7.409160614013672,0.7269242405891418,1.2940881017486647,0.1558155350069928,3.3028419872607717,0.4303285816868382,0.0254994743907388,0.0054241034498675,-428.9615173339844,9.168623924255373,91.516357421875,5.103332996368408,42.13548278808594,4.708198547363281,19.177255630493164,3.4061801433563232,20.09601211547852,2.994428396224976,1.8694019317626955,2.868771553039551,0.698868989944458,2.6942734718322754,14.941184997558594,2.6965465545654297,-0.558972954750061,2.1241660118103027,1.094360113143921,2.529226064682007,5.611510753631592,2.123075485229492,-0.8026393055915833,2.258267641067505,-4.195694923400879,1.882025122642517,0.2272921353578567,0.1147915199398994,0.2339711934328079,0.1177960485219955,0.2650947868824005,0.1268614828586578,0.312531054019928,0.1566296815872192,0.4005590081214905,0.1917812377214431,0.52162766456604,0.2094239145517349,0.636984646320343,0.204545259475708,0.8046389222145081,0.1984654814004898,0.8615930676460266,0.1885159909725189,0.6477251648902893,0.2010219991207122,0.4349858462810516,0.1766421943902969,0.2817039489746094,0.1279328465461731,0.0693461678705375,0.0155817871850139,0.0005229673697613,0.0001024798839353,0.0003819456323981,0.0001117594511015,97.65579455395248,3.64634727523138,32.564618884796104,1.633190930291192,0.0002802962262649,2.6315497962059453e-05,235.102830018494,2.724137767109659,62.2739941818864,1.6713961021167238,0.0001254176604561,1.1671056199702434e-05,434.9904339169958,4.244086935069064,105.95743411661184,1.9321082718697595,1.3687090873718262,0.3990639150142669,3.067312240600586,0.9318991303443908,2.241347312927246,0.1772381961345672,2812510.2942492045,1.1438939728621016,3075437.2008185503,2.307232476588785,1774920.69048938,3.222514322285877,False,2.8625,74.245
2026-03-07 21:00:00,hive_01,21-22,1803.259380726095,147.80318126956692,2313.41229685841,97.66454152006932,5032.52382275316,377.8366126475568,0.0254636649042367,0.0069450391456484,62.48546600341797,36.4171028137207,7.69024658203125,0.5487189888954163,1.2885912444155505,0.1374779228612611,3.317123934254228,0.4150714574913202,0.023061706202374,0.0035716893238105,-431.4322814941406,8.653303146362305,90.90745544433594,4.726325511932373,39.47393035888672,5.303625583648682,20.300729751586918,3.4772582054138184,18.937820434570312,2.467578411102295,2.38024377822876,2.3859400749206543,-1.0570169687271118,2.906883716583252,14.912403106689451,2.1821513175964355,-0.4687115550041199,2.071255683898926,0.9249075651168824,2.338005542755127,5.424972057342529,2.0315728187561035,-1.2523258924484253,1.7207518815994265,-4.320814609527588,1.7051156759262085,0.3208180963993072,0.1245590895414352,0.2543895244598388,0.094577856361866,0.2494475543498993,0.082730047404766,0.2767512202262878,0.093425802886486,0.3166785836219787,0.1052918210625648,0.4350753724575043,0.1590127348899841,0.5818758010864258,0.1953431218862533,0.7080293893814087,0.1913622915744781,0.858407199382782,0.1555206477642059,0.8675838112831116,0.1542658805847168,0.6707096099853516,0.1938871443271637,0.4983579516410827,0.1979320496320724,0.0723518457424642,0.0121433019058669,0.0004684853774961,9.0122215624433e-05,0.0003283218247815,8.13757287687622e-05,99.03864889529648,3.3016896893564835,33.00812304378016,1.383344953596466,0.0002626222849357,2.2140768123790625e-05,235.10036341803809,2.588913199090542,62.19566552814045,1.7654882335014797,0.0001192968193208,9.07151752471691e-06,436.96976190464784,4.551385988899085,106.40094327725522,1.9924316702693503,1.253816843032837,0.2997895181179046,2.758642196655273,0.670456051826477,2.205859422683716,0.1629450619220733,2481559.4429924674,3.7661278494571087,2905297.642535745,7.159476264338953,1691767.4619511075,10.150600669336308,False,2.76,70.95
2026-03-07 22:00:00,hive_01,22-23,1609.0874160941364,138.43471818623394,2155.1886158317034,101.42676022221636,4308.995693846367,449.2955117185866,0.0203907564282417,0.0059516075998544,65.77664184570312,29.6412296295166,7.596617221832275,0.5163525938987732,1.4944311372907524,0.1456084959383089,4.041761343937494,0.5048354526459832,0.0220681736843433,0.0030415610570636,-439.9317321777344,8.706849098205566,96.73734283447266,4.9899582862854,34.04581069946289,4.96054744720459,23.896860122680664,3.393796443939209,16.77962303161621,2.471376180648804,2.8133440017700195,2.4552247524261475,0.9065372943878174,2.8862059116363525,13.7049560546875,2.412041664123535,1.2282602787017822,1.920562505722046,-0.9490987658500672,2.182851552963257,6.3723015785217285,1.9951813220977783,-1.8722902536392207,1.6964489221572876,-4.4985032081604,1.817144751548767,0.2999847531318664,0.1495808959007263,0.2411830276250839,0.1094599813222885,0.2485657185316085,0.1052010655403137,0.2751275599002838,0.1133061423897743,0.322896271944046,0.1338503956794738,0.4233696162700653,0.1727662980556488,0.5514110922813416,0.202543243765831,0.6775947213172913,0.2025597393512725,0.8376588225364685,0.1777478903532028,0.8552355766296387,0.1761175841093063,0.6547690629959106,0.2030684649944305,0.4624266028404236,0.1897352784872055,0.0585060859147103,0.0101510843737331,0.0004487173573579,6.361187843140215e-05,0.0003194823220837,7.108629506547004e-05,98.60817085494271,3.580761492632221,33.18916876134948,1.5939515970137117,0.0002529945923015,2.324602792214137e-05,234.46206917981857,2.647013572788824,62.24832620983904,1.6381589194689852,0.0001131191020249,8.805913239484653e-06,436.00902277944215,4.5024433574469445,106.32862115229652,1.9525409249615124,1.2732106447219849,0.3148918747901916,2.843421697616577,0.6923714280128479,2.2404353618621826,0.1715693771839141,2417088.981203224,6.711974275441224,2789740.00056088,1.435561935830826,1600339.212869313,26.95845314868066,False,1.9825,72.7525
2026-03-07 23:00:00,hive_01,23-00,1554.4151453459922,140.48460310577508,2109.978850002239,102.4259679466883,4117.835254896513,454.8469538640544,0.0183391999453306,0.0062175411731004,69.48926544189453,34.4067497253418,7.511019229888916,0.5451731085777283,1.5477127445282508,0.1547879046498059,4.243930351723216,0.5334045458185427,0.0214899179993598,0.0032882639144064,-446.8813171386719,9.629152297973633,98.20384979248048,5.338858127593994,34.09724426269531,5.80745267868042,25.4204158782959,3.6604835987091056,15.443591117858888,2.3184354305267334,2.914853572845459,2.654514789581299,0.7484440803527832,3.04498553276062,12.93012237548828,2.6281583309173584,1.6545133590698242,2.2517263889312744,-1.0177769660949707,2.3987717628479004,5.729662418365479,2.332732677459717,-1.8340134620666504,1.73024320602417,-4.295027256011963,1.7233541011810305,0.2199694514274597,0.0996621921658515,0.2316804677248001,0.0883871391415596,0.2514332830905914,0.0993066579103469,0.2937337756156921,0.1185430437326431,0.3853204548358917,0.1644239425659179,0.5,0.1966446489095688,0.6381738781929016,0.2020642757415771,0.8227844834327698,0.1760288178920745,0.8878530859947205,0.1577925533056259,0.6944676041603088,0.194768488407135,0.4284834861755371,0.1547846347093582,0.2577588260173797,0.0992517471313476,0.0538585827892763,0.0093409576133953,0.0004350151866674,6.493317778222263e-05,0.0003084425698034,6.861027213744819e-05,98.74117723764152,3.6062829217856174,33.10462221659259,1.497849532073261,0.0002493294887244,2.3776296075084247e-05,233.74738626865428,2.6138816977105086,62.09159739434713,1.718787788201535,0.0001094847466447,9.18838213692652e-06,436.0800567062572,4.737641977208212,105.76357772435465,1.965536649719844,1.2456130981445312,0.293229728937149,2.8340888023376465,0.6720957159996033,2.2828643321990967,0.190953180193901,2311239.38083202,4.71224316552518,2716958.6730457703,7.011975608780483,1552420.3675829603,3.451682007475589,False,1.265,72.785
2026-03-08 00:00:00,hive_01,00-01,1585.3499493197676,97.21575135776764,2128.5356606676164,67.61111281866678,4188.653840811224,304.4256587669588,0.0200200397521257,0.0044408827088773,61.3173713684082,16.707427978515625,7.65026044845581,0.3042995035648346,1.519446172821342,0.1055579372041278,4.13052135510548,0.3638536696936962,0.0199318903135214,0.0023610779667741,-449.82427978515625,8.691102981567383,96.9377670288086,4.20970344543457,33.34103012084961,4.128645896911621,25.60331344604492,3.028111934661865,15.993850708007812,2.180676221847534,1.589982509613037,2.5533363819122314,0.4096354246139526,2.615271806716919,12.100703239440918,2.3574342727661133,1.923272490501404,1.840696692466736,-1.4158161878585815,1.9369980096817017,5.657857418060303,2.0883142948150635,-1.8762284517288208,1.6665637493133545,-5.146289825439453,1.666842341423035,0.2650400102138519,0.1075243428349495,0.227643683552742,0.090050384402275,0.2343170493841171,0.0899575352668762,0.2419172823429107,0.0923624262213707,0.2860811948776245,0.1089410856366157,0.3864285349845886,0.1482467055320739,0.5059775114059448,0.1874338984489441,0.6449412107467651,0.1950247138738632,0.8401288390159607,0.1631484925746917,0.9021661281585692,0.1357385367155075,0.6601212620735168,0.1955909132957458,0.4061870872974396,0.1570233106613159,0.0561268926239755,0.0065896421917195,0.000400795659516,4.179115785518661e-05,0.0002769846760202,3.954927888116799e-05,100.34111253665478,3.112473460378906,33.21314515481081,1.4239843310088036,0.0002434369234833,2.09573900065152e-05,233.63951899773625,2.507862213375395,61.57477419695094,1.7817590802957668,0.0001042075455188,8.753933798288926e-06,436.885721555218,4.577410026575168,106.46183598246158,1.972385563662442,1.142124056816101,0.1623473465442657,2.665907621383667,0.365321397781372,2.343459129333496,0.1909220218658447,2085437.3720315765,8.653094013751172,2647962.706887929,3.815294734643265,1482333.768810179,9.904766243405527,False,1.2525,74.375
2026-03-08 01:00:00,hive_01,01-02,1564.2898252350926,109.19970805012098,2105.7181826577744,69.10676295437389,4101.135574385331,312.6192404660512,0.0189520865678787,0.0055582514032721,70.7392349243164,34.36210632324219,7.492648601531982,0.6195586919784546,1.542616014732723,0.1240291606110751,4.2265320084542815,0.4090802638332539,0.0202932886344372,0.0035567381564068,-450.8653869628906,9.786909103393556,97.9731216430664,4.93370246887207,32.835243225097656,4.816579818725586,25.476472854614254,2.8564112186431885,15.095876693725586,2.374486207962036,2.2137997150421143,2.817563056945801,0.1058879271149635,3.094905138015747,11.660468101501465,2.6866629123687744,2.0475823879241943,1.892454743385315,-1.584934949874878,2.0160391330718994,5.59320068359375,1.9460961818695068,-2.1460962295532227,1.647952437400818,-5.111111164093018,1.7671934366226196,0.2265976816415786,0.1093804165720939,0.2103864550590515,0.0858481675386428,0.2348425984382629,0.1086941957473754,0.2603892683982849,0.1525915414094925,0.3142640590667724,0.1480017006397247,0.4116343259811401,0.19228495657444,0.509519100189209,0.2239371538162231,0.6541541814804077,0.2281651347875595,0.8252328634262085,0.1857495456933975,0.8369741439819336,0.1914278268814087,0.6368614435195923,0.2272044420242309,0.4045230448246002,0.1985408514738083,0.0537877917071815,0.0085137679183532,0.0004093271854799,6.678517820546404e-05,0.0002966250467579,7.56387016735971e-05,101.11738085863792,3.151598100411059,32.284462646537925,2.025161992095354,0.0002363239764235,2.43239392148098e-05,234.40409201784817,3.282937981348655,62.1236768479509,1.744193084281074,0.0001075683758244,1.516512656962732e-05,437.34105477419536,5.4013132041661445,106.09258759994128,2.460677561696754,1.257219672203064,0.2925721108913421,2.777117967605591,0.6704268455505371,2.2161779403686523,0.2236851006746292,2141416.93725688,3.228347681545251,2587270.5070264004,10.76282561255828,1499834.8001151131,9.886988386615052,False,0.755,75.0625
2026-03-08 02:00:00,hive_01,02-03,1582.8045801846613,117.45429480630978,2125.872221183373,78.89125710227891,4167.5071537713575,350.53010148393406,0.0195691548287868,0.005729688797146,66.19447326660156,24.762020111083984,7.5546441078186035,0.4474737644195556,1.520743137883792,0.1277926767838935,4.143541063601316,0.4319992643441089,0.0193628223160374,0.003150721666738,-455.8009338378906,11.139215469360352,96.30577850341795,4.939238548278809,33.5399284362793,5.644125461578369,26.14716911315918,2.875046968460083,15.921978950500488,2.6601078510284424,2.2562859058380127,2.7484898567199707,0.3983519971370697,3.398594856262207,11.196946144104004,2.4127235412597656,2.758021354675293,2.1798880100250244,-1.2003194093704224,2.178565740585327,5.715056896209717,2.011985540390014,-2.0721306800842285,1.6985355615615845,-5.3756608963012695,1.8448615074157717,0.2728075385093689,0.1272227019071579,0.2105442732572555,0.1081181317567825,0.220537930727005,0.1075854375958442,0.2337769418954849,0.1033578515052795,0.2681452333927154,0.1193750128149986,0.3520860373973846,0.1669425517320633,0.4633035659790039,0.1974901258945465,0.6116924285888672,0.2108125984668731,0.8001905679702759,0.1952977776527404,0.8706017136573792,0.1670668721199035,0.6887438893318176,0.204659029841423,0.469769686460495,0.2092747092247009,0.0541758664397832,0.0087145513987215,0.000388702872442,5.961691931588575e-05,0.0002789730206131,6.059327643015422e-05,101.85754187701212,3.1324642327369703,32.48012922426814,1.632237560040858,0.0002283432986587,2.6186424292973243e-05,232.54784336045444,2.979810111057479,61.71715704993936,1.8144279897039648,9.729783050715925e-05,1.1703426025633236e-05,437.757792319409,5.261015293910175,106.24332192825888,2.151716560934404,1.2285311222076416,0.2597415745258331,2.891094446182251,0.6425761580467224,2.357854127883911,0.2149218469858169,2065138.110756785,8.322259210040933,2501588.610774707,1.535840159289597,1385426.3330167122,4.210296490206623,False,0.19749999,76.19
